rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,product_title,product_description
5,Beautiful summer color,"Bright neon pink, perfect for summertime! LOVE!<br /><br />Pink Gellac is very good quality and is a good 10-14 day wear.",B01GIAIWB4,B01GIAIWB4,AFROTWRSPFTKD2W7L6JU3NICXZ6A,1.59E+12,0,TRUE,Pink Gellac 189 Paradise Pink UV/LED Gel Polish,[]
5,"Stunning color and great polish, period","I love Pink Gellac. Beautiful colors, long lasting, never need more than 2 coats and always lasts 2+ weeks. Thus color is just amazing too (forgive the crap picture, hadnt clean them up yet).",B01MYBDG6X,B01MYBDG6X,AFROTWRSPFTKD2W7L6JU3NICXZ6A,1.56E+12,2,TRUE,Pink Gellac 207 Funky Teal UV/LED Gel Polish,[]
5,"Stunning color, great lasting","Im just in love with Pink Gellac period. Quality product that lasts 14+ days with barely any wear, good price, large bottle with a swatch on the top, unique color options. It doesn't get any better.<br /><br />Two coats of this polish is perfect. The color is more a fuschia than my picture shows, it looks exactly like the picture. Its a showstopping color with shimmer! LOVE ❤",B01GIAJKQA,B01GIAJKQA,AFROTWRSPFTKD2W7L6JU3NICXZ6A,1.53E+12,0,TRUE,Pink Gellac #193 Blazin Purple UV / LED Gel Polish (15ml / 0.5 fl oz),[]
5,Perfect for summer!,"This color is amazing!! Im so happy I took a chance on it. Its a hard color to explain, its like a darker traffic cone orange lol. (For some reason we actually had a traffic cone at my job so I took a side-by-side too)<br /><br />The application itself went smoothly. Two coats was perfect for solid coverage. Bottle is a decent size too, most gels are small bottles. Looks like high quality stuff, I'm certain it'll last awhile. Will update review when I see chips/issues.",B06XG2XJTG,B06XG2XJTG,AFROTWRSPFTKD2W7L6JU3NICXZ6A,1.53E+12,0,TRUE,Pink Gellac 210 Tangerine Red UV/LED Gel Polish,[]
2,These didn't work well for me,"The adhesive doesn't seem strong enough. Several pads either ended up migrating to another part of my shirt or just fell of altogether when I applied them to silkier fabrics. On the plus side, these pads are quite thin and quiet.",B005U5KU46,B005U5KU46,AF3DNC4EP53RY32V7PNKIARP2WKQ,1.42E+12,3,TRUE,"Hollywood Fashion Secrets Garment Shields, Moisture-Wicking, Protects Fabrics From Odor and Stains, Self-Adhesive Easy To Apply and Remove Disposable Sweat Protectors, 10 count - 1 Pack",[]
4,The colors are bright and fun. They are plastic so I appreciate the large ...,"These shoed up promptly and were all in tacked in a plastic package. The colors are bright and fun. They are plastic so I appreciate the large quantity, knowing some will break as my girls can be rough sometimes I don't have to worry since there are plenty of extras. Cute item, and I can't wait for my girls to get to enjoy them.",B01MZBBXZK,B01MZBBXZK,AEAWHFY2W3LJRZ266NLLF5NXI7DA,1.51E+12,0,FALSE,"eBoot Cat Ear Headbands Plastic Cat Hairband Cat Bow Hairbands Makeup Party Headwear for Women Girls, Multicolor, 10 Pieces",[]
5,So NICE,"These are so nice, very pretty. Detailed and they have a little weight on them. PERFECT. I LOVE them.",B081M18NMK,B081M18NMK,AGJRW657ARKXOGCAQXJDT4FG7Q2A,1.63E+12,0,TRUE,10pcs Women Hair Pin Retro Hair Chopsticks Vintage Hair Stick Antique Bronze Decorative for Hair Diy Accessory,[]
5,Great Mascara,Great mascara.  Separates and coats each lash. Love it.,B07JQHQHQ5,B07JQHQHQ5,AGJRW657ARKXOGCAQXJDT4FG7Q2A,1.55E+12,0,TRUE,"GLAMOUR DOLLS ESSENTIALS MASCARA, BLACK",[]
5,Great for peppermint lovers,Beautiful fragrance,B01MXLNRUG,B01MXLNRUG,AHDBJ5RQIEJNTSREXOVNT4RDHMKQ,1.57E+12,0,TRUE,Bath & Body Works Twisted Peppermint Fragrance Mist 8 Oz,"['8 fl oz Fragrance Mist by Bath and Body Works Key Notes: Cool Peppermint, Sugared Snow, Vanilla Buttercream, Fresh Balsam, and a Hint of Musk.']"
4,Helen of Troy Brush Iron,"I have used a Helen of Troy Brush Iron for many, many years until it gave out.  I really loved it.  This one is shaped different, different shaped comb, and handle - will have to get use to it.",B0007KX8FW,B01N4885PD,AHFSFUZLI63WYLFPZFBAXM6ZEYSA,1.66E+12,4,TRUE,"Helen of Troy 1511 Brush Iron, White, 3/4 Inch Barrel","['Helen of Troy 1511 Brush Iron, White, 3/4 Inch Barrel']"
5,Decent Selection,I received a selection of colors that I may not have normally chosen and I was pleasantly surprised. The set was packaged quite well too. I will likely purchase again for another round of random colors.,B01IMEH6GG,B01IMEH6GG,AHZ3DS33JNGEKRUNFOKCGC5FQ5HQ,1.63E+12,0,TRUE,Sally Hansen Miracle Gel Set 6-Piece Random Collection,"[""Sally Hansen Miracle Gel Set 6-Piece Random Collection About:The 1 zero light gel system In just two easy steps get up to 14 days of color and shine. More chip-resistant than regular nail polish Over 70 shades that wow Step 1: Color Step 2: Top Coat Easily removes with regular nail polish remover Set Description:Sometimes shopping for nail polish can be a bit overwhelming. With so many options, it's hard to choose what to buy. This amazing deal gets you 6 pieces of Nail Polish--but with a twist. We'll choose the Colors at random, so you won't know what Colors you're getting until you actually open the box. It's a super cool surprise and is a great way to treat yourself or a pal. Don't miss out on this super fun and amazing deal.How to Use:For best results: Make sure nails are clean and dry. Use nail polish remover to wipe away any residue on the nail.Step 1: Apply 2 coats of Miracle Gel™ Color. Allow color to dry for 5 minutes Step 2: Apply 1 coat of Miracle Gel™ Top Coat OMGel; Let natural light do the rest Disclaimer:If more then one set is bought there is a high chance of duplicates being included in the second set""]"
4,These work great! Can take when I travel,These work great!  Can take when I travel.  Hotels do not have diffusers for their dryers.  Do not need to take my travel dryer with diffuser,B000NISIP8,B000NISIP8,AEDA2AIH6EMGF55UK7UDXXFJ5CHA,1.48E+12,0,TRUE,Soft 'N Style Travel Air Diffuser (Pack of 6),[]
5,My new favorite,"Goes on so softly and the black is very black. It's my favorite pencil now, and so reasonable.",B01IAE2Y74,B01IAE2Y74,AGUKSHIG4M5NAPANLDMEIYJF77YQ,1.49E+12,1,TRUE,"Milani Liquid Eye Liquid-Like Eye Liner Pencil, Black [01] 0.04 oz (Pack of 3)",[]
4,Straight,It did the job,B08F81BK5V,B08F81BK5V,AHXK3N7Y5RYVXKMXIUZHG2M7YKDQ,1.62E+12,0,TRUE,Nairobi Conditioning Sensitive Scalp Relaxer SINGLE Application.,[]
2,Itchy,Itchy  material,B08JTZJRYK,B08JTZJRYK,AHXK3N7Y5RYVXKMXIUZHG2M7YKDQ,1.62E+12,0,TRUE,"SENGTERM Women Large Satin Bonnet Sleep cap Hair Bonnet Satin Cap Wide Elastic Band for Curly,Braids, Dreadlocks, Long Hair",[]
5,I so love them,I can’t wait to put the beautiful jewelry pieces to work,B07CJV6HFZ,B07CJV6HFZ,AEPFINICJGO2IO4SZJM4LPQBF7CA,1.53E+12,0,TRUE,Frienda 98 Pieces Raindrop Flatback Rhinestone 3D Glass Crystals Gems Diamonds for Nail Phone Scrapbooking Art Clothing Accessory (White AB),[]
5,Black mascara lots volume,Bought this for the case . Lol then the mascara turns out to be really good.,B07YB5BYM3,B07YB5BYM3,AFM6C5IX267QPTLCU3VX3J7HJUDQ,1.58E+12,2,TRUE,"4D Silk Fiber Mascara with Contour Stick,Liquid Long Lasting Waterproof Mascara Black,Smudge Free Lengthening Eyelash For Hypoallergenic Sensitive Eyes,Highlighters Makeup",[]
5,the perfect gift,Loved everything about the set.,B0779J9QKJ,B0779J9QKJ,AE4IR5RHH6BB55D42QOPJBBAHQVA,1.61E+12,0,TRUE,Mad Gab's Moose 3-Piece Smooch Sticks and Lavender Body Balm Set,[]
4,So far so good.,This seems to work as advertised. I use it to sterilize N95 masks and our cell phones. No issues.,B0865H5R1X,B0865H5R1X,AGOXWFEBHIM5QGOMJRVD6G7BJ2GQ,1.59E+12,22,TRUE,UV Room Temperature Sterilizer.The Room Temperature Sterilization Cabinet Will not Damage the Product and is Suitable for Sterilization and Disinfection of Various Items.,"[""If you need prepaid labels or other help, please contact us through the seller's mailbox, we will serve you wholeheartedly. 【STERILIZATION METHOD】: The disinfection method is ultraviolet + ozone (no heating), which can be used in electronic products. 【WIDELY USED】: salon, spa, manicure, dentist, house, personal (Suitable for sterilization of various dry items). Can sterilize cell phones or other electronics. Sterilize cups, baby bottles, cutlery, kitchenware and other tools (Including metal, plastic, ceramic, glass) There are two options for the sterilizer: 8 minutes for rapid sterilization or 30 minutes.""]"
4,I had not used this product in well over a ...,I had not used this product in well over a year. I have a feeling it has been reformulated with less of the polishing agent (probably some type of silica) than it had before. Also the formula become very runny once it interacts with the saliva so brush over the basin!,B00IA14VJ2,B00IA14VJ2,AG77VW5SAKEWLN2GSIBAEEE3AZJQ,1.45E+12,1,TRUE,6X Pearl Drops Daily Whitening Freshmint Toothpolish Dental Tooth Polish 50ml,[]
5,Very good Make up brushes,Was shocked by how good these make up brushes feel,B08T1GXWSL,B08T1GXWSL,AHQB5CDMJ256NALWP54KVRAVGACA,1.64E+12,0,TRUE,"5Pcs Makeup Brushes，Very creative makeup brush，Perfect for makeup artists and makeup lovers, even makeup beginners use",[]
5,Buy them!,"These ears are so perfect! Not cheaply made at all. Great quality. The ears have a little shimmer to them too, so cool.<br /><br />They were a big hit for our mickey mouse Birthday party. Highly recommend",B01CL6LGFS,B01CL6LGFS,AHR276W2VY45DBCJVVRF3SMTXFIQ,1.58E+12,0,TRUE,CHuangQi Mouse Ears Solid Black and RoseRed Bow Headband for Boys and Girls Birthday Party or Celebrations (Pack of 12),[]
5,Five Stars,"product as described, Would buy again.",B000WOSFRY,B000WOSFRY,AFH6BHOBES2MCGXFZVLBGTSAQL3Q,1.44E+12,0,TRUE,Old Spice Red Zone Sweat Defense Antiperspirant & Deodorant-After Hours-2.6 oz,"['Give sweat a beat down with Old Spice Sweat Defense extra strong anti-perspirant & deodorant. From drag racing to pillow fights, the most awesome things happen at night.; From drag racing to pillow fights, the most awesome things happen at night.; Extra strong anti-perspirant & deodorant; Give sweat a beat down; From drag racing to pillow fights, the most awesome things happen at night.;']"
5,Five Stars,beautiful coppery rose gold color with soft bristles. love the set,B01CJ9QPOE,B01CJ9QPOE,AGNA6Q6CDFNFRCBFO2PQBVLCIDVQ,1.48E+12,0,TRUE,Sankuwen 7 Pcs Professional Powder Cosmetic Makeup Brush (Rose Gold),['Package Includes  7 pcs Makeup Brush']
5,Wonderful tool!,"This is a cute little nail drill with lots of attachments.  It does everything I wanted it to do, just like in a nail salon!  The bonus manicure set holds many gadgets in a very small sturdy pouch and is perfect for my purse.  Good price for a gread product.",B074KD4PX2,B074KD4PX2,AE7E63IOL4UFLCQIG5KZT5II53JQ,1.55E+12,0,TRUE,Electric Portable Bidet,['bidet']
5,Very smooth and sheer,I love using this as a cheek blush.  It has a subtle shimmer and soft rose hue. The texture is very silky on the skin.,B089LTZ1T3,B00IKRKUPA,AFU4KXZUFHKDVW5U6XL5ZAH3ZGAQ,1.66E+12,0,TRUE,"MODE Glide & Glow 3 in 1 Highlighter Creamy Color Makeup Blush Stick, Long Wear Glowing Radiance for Eyes, Cheeks, Lips, Nourishing Natural Skincare, Vegan – ANGEL TOUCH – Soft Peach Champagne .15 oz","['MODE Cosmetics Glide & Glow 3-in-1 Highlighter is a mighty multi-purpose makeup color stick that naturally enhances, highlights, and sculpts with ultra smooth creamy color that blends effortlessly giving your eyes, cheeks and lips a weightless layer of lustrous radiance and a healthy looking natural glow. Loaded with nourishing and complexion boosting skincare ingredients, Glide & Glow adores your skin with Mediterranean Sweet Almond, Armenian Areni Noir Wine Grape, Coconut Fruit and moisturizing plant based emollients to love, condition, hydrate your skin from within - so glide and glow away! Cruelty-Free, Vegan, Never Tested on Animals, Eco-Friendly Recyclable Packaging and Made in beautiful NY USA. (Net wt: 0.15 Oz)']"
3,old.,"Was so excited about this little set.  Have tried a few of these in the past but wanted to compare side by side.  I was happy the packaging seemed new and unopened. However, 4/5 of these seemed already dried out/old.  They did not compare in quality to the full size mascaras that i have tried for 3 of the brands.  Wanted to buy this as a gift set for a few women for Christmas, but now I will not be doing that.",B06Y1GC9VK,B06Y1GC9VK,AFDQHWZHKEY6OUM76FB2VCQDQEDQ,1.50E+12,4,TRUE,Sephora Favorites Mascara Set Lash Out Five Mini Miniature Travel Size Mascaras NOVoucher Included,[]
3,Fits good!,I was expecting cotton!,B08HGNTBN5,B08YYKC4RW,AFHS73BXD56CMJPUBNQ7QUEAL4YA,1.62E+12,0,TRUE,"Geyoga 3 Pieces Bouffant Caps with Buttons Unisex Stretchy Headband Turban with Buttons for Women (Lake Blue, Deep Pink, Blue)",[]
5,High quality!,Makes hair soft and smells good! High quality!,B07KYWF9VK,B07KYWF9VK,AFHS73BXD56CMJPUBNQ7QUEAL4YA,1.62E+12,0,TRUE,"ApotheCARE Essentials Shampoo - The Mender - Coconut Milk, White Jasmine, Vitamin E - Net Wt. 12 FL OZ (355 mL) Per Bottle - Pack of 3 Bottles",[]
5,EXCELLENT METAL STORAGE BOX,The three items in this set are stored in their individual padded spaces inside a metal storage box.  I tried the clippers and they are easy to use.,B07D7N7B1G,B07D7N7B1G,AFKYY23DTU4GFFMIN7HS6NI5R3BA,1.54E+12,0,TRUE,Glass Nail File with Nail Shiner,[]
5,Wonderful product,Wonderful product. Keeps your hair in place to give it spiked look<br />5 star,B074XKBR2Q,B074XKBR2Q,AEITXXP5ABK3M7EIBUYBUKMSOBOQ,1.56E+12,0,TRUE,Enjoy Dry Wax 2.1 fl oz,['Enjoy Dry Wax 2.1 oz']
1,Awful,"I ordered these because I specifically wanted scented spray hand sanitizer. If I wanted unscented, there are far cheaper options.<br />Of the 3 that arrived, 2 had no scent. I'm not sure what ""original scent"" is meant to smell like but it smells exactly like the unscented. The last 1 was ""ocean"" and that one smells like mens cologne- very musky. I very much regret this purchase, especially as it is not refundable.",B08P3T6RDT,B08P3T6RDT,AHMCL7KCP4X7FTBPPYTP64HS3BYA,1.65E+12,1,TRUE,Bath & Body Works - Value Pack Lot of 3 Hand Spray 3 oz Each - Assorted Fragrance,"['Bath & Body Works Lot of 3 Hand Spray 3 oz/ 88 ml Each Enriched with nourishing Aloe & Essential Oils, leaving hands clean, soft & lightly fragranced.']"
5,My FAVORITE eyebrow makeup,"This is my second purchase! Easy to use, long lasting, can be used for a light fill in or a bold look. Looks very natural! Will buy again.",B0892P4FJY,B0892P4FJY,AG2PTNDJKBAPNIO2VNJVCFYKDPJQ,1.63E+12,0,TRUE,"Secorn Eyebrow Tattoo Pen, Microblading Eyebrow Pen, Waterproof Eyebrow Pencil for Professional Makeup, Draws Natural Brow Hairs & Fills in Sparse Areas & Gaps, Lasting eye makeup, Dark Grey, 1 Count",[]
5,BEST detangler EVER!,"There are 3 distinctly different types of hair in my household - thick and curly, long, thick, wavy, and tenderheaded, and thin and fine. This brush is perfect for all. The first time it was used on the tenderheaded one the rats' nests were demolished without tears. That alone makes this a 5 star purchase! Excellent product!!!",B09225MLPM,B09225MLPM,AG2PTNDJKBAPNIO2VNJVCFYKDPJQ,1.63E+12,0,TRUE,"3 Pieces Curved Vented Boar Bristle Hair Brushes Fast Dry Detangling Hair Brush Fast Blow Detangling Hair Styling Brush for Women Men Wet Dry Curly Thick Straight Hair (White, Pink, Purple)",[]
4,Four Stars,I LIKE THEM,B00PN1E0ZC,B00PN1E0ZC,AEDVDMHMTIJALLQ5MII3JE3JOD6Q,1.51E+12,0,TRUE,"3 KLEANCOLOR NAIL POLISH NEON COLOR PINK LADY, NEON LIME, BURST LACQUER + Free ZipBag",[]
5,Five Stars,Great product,B01I2I9NG8,B01I2I9NG8,AEDVDMHMTIJALLQ5MII3JE3JOD6Q,1.47E+12,2,TRUE,PrettyDiva 12pcs/set Mirror Nail Powder Chrome Nail Pigment Shining Metallic Nails,[]
5,Highly recommend!,"Good smell, texture and function.",B08CWSH6QB,B08CWSH6QB,AEI4OGHDCFABBCTK4QFYNVFXJ4JQ,1.61E+12,0,TRUE,Cedar + Black Spruce Cream - BEARD BALM - LEAVE-IN CONDITIONER - AFTERSHAVE - FOR MEN - infused with Manuka & Tea tree - NOURISH | REPAIR | SOOTHE - Made in USA by Balm of Gilead,[]
4,Four Stars,so cute and good quality,B012L4EH92,B012L4EH92,AHO3K6GV5GQGKRXEOTSELBPSM23A,1.45E+12,0,TRUE,Sally Hansen Salon Effects Real 6-Piece Nail Polish Strips,"[""Your nails are a fashion accessory. When you have them perfectly manicured with a cool nail art design, people take notice. However, going to the salon every week can be time consuming and costly. Don't fret. It's time to let your creativity run wild with this Sally Hansen Salon Effects Real Nail Polish Strips set that gives you a cool and easy way to add playful designs on your nails. This deal offers loads of pretty prints and designs that perfectly pairs with any contemporary outfit. Treat yourself or invite some fashionista friends over and create your own nail salon. Assorted boxes of Sally Hansen Salon Effects Real Nail Polish Strips may include but are not limited to: Teal With It, Booty Camp, Frock Star, Cry Baby, French Mani, Candy Stripe, Ring Toss and Pink a Prize""]"
5,Five Stars,nice & big....<br />works very well,B00KEUT6BA,B00KEUT6BA,AGAPXPUN2UDT7MU23GGHO7VHMGEA,1.46E+12,0,TRUE,Pair of Large Tort Plain Hair Combs Slides 12cm (4.7) by Pritties Accessories,[]
5,Soothing,Have been using this product for a long time. I have  dry skin and this product is wonderful and soothing,B01LXU70OX,B01LXU70OX,AGDSTJOA3XQQW265UOVDYWQBSKZQ,1.61E+12,0,TRUE,"Gilchrist & Soames Conditioner (Spa Therapy Collection Conditioner (old version), 8oz)",[]
3,Good Buy,Hard to use but a good product.,B07S9DLZGT,B07S9DLZGT,AE3RYRVZZLGMGA4SR4JXMWJ3WRTQ,1.58E+12,0,TRUE,"GEPEGE Exfoliating Back Scrubber for Shower for Men and Women, Deep Clean & Invigorate Your Skin",[]
5,Great story plots & well acted!,All 3 stories are really cute & well acted! As I’ve seen them on TV on the Hallmark channel I liked all 3 stories enough to want to own them!,B0948NMZ1F,B0948NMZ1F,AHN6TVVK22LKE6D25W32VYQIGX4A,1.63E+12,1,TRUE,Hallmark 3 Film Collection (Harvest Love/Pumpkin Pie Wars/Truly Madly Sweetly),[]
1,Dangerous,That's handle came loose and fell out of the shaft after 3 days.,B00SJXHVC0,B00SJXHVC0,AFQSXMDA4T33VLHW7BIFBFI3H3DQ,1.51E+12,1,TRUE,Unisex Black Aluminum Folding Adjustable Walking Cane with Brown Wood Crook Handle,['Foldable aluminum adjustable walking cane.']
3,Three Stars,I like Caswell Massey but I feel the scent is too sweet and too strong for me.,B00VIPNWZQ,B01BMCR5IY,AHVS2WZSRWM7H2W6TFB5GEM5QJUA,1.48E+12,1,TRUE,"Caswell-Massey Box of Three Soaps, Gardenia, 3.25 Ounce",['Caswell-Massey gardenia triple milled bath soaps-box of three']
4,Good stuff,Hard to lather but once you figure it out it’s a wonderful soap. Smells nice and the post shave is great,B06XRZ6Q4Z,B06XRZ6Q4Z,AEEB2LRJ7ZV2BO6RWRFMNJSPW3RQ,1.59E+12,0,TRUE,Mitchell's Wool Fat Shave Refill Soap,"[""Mitchell's Wool Fat Soap was first produced in the early 1930's by Bradford chemist Fred Mitchell who realised that the natural lanolin content of wool fat, which kept the hands of local sheep shearers and wool sorters so exceptionally soft, could also be beneficial to delicate complexions and sensitive skins. A simple and natural product, Mitchell's Wool Fat Soap is still made to Mr. Mitchell's original formula, based on a recipe from the turn of the century and incorporating lanolin from the wool fat as the key ingredient.""]"
4,Dog brush,A little rough. Brush them softly,B087Z3KPK7,B087Z3KPK7,AFVM7BIF2IB2UA33PEA7USD4KKGA,1.60E+12,0,TRUE,"Number-one Dog Brush, Cat Brush, Pet Self Cleaning Slicker Brush and Comb, Removes Loose Hair Deshedding Tool Dog Grooming Brush for Small Medium Large Dogs Cats Rabbits",[]
5,Great for sensitive/dry skin,"A little background, I am super pale, super dry skinned, and prone to sensitivity. Benefit Dandelion liquid blush fits all my needs! It is the first blush I have ever used that did not cause a breakout. It never looks dry or chalky. The colour is soft and easily buildable. I apply with fingers and blend the edges with a fluffy brush. It's an instant perk up for my face!",B01EXL99U8,B01EXL99U8,AHT3DEXNTIARAHHV3UFCT3BCNKJA,1.53E+12,3,TRUE,Benefit Cosmetics Dandelion Dew Liquid Blush Mini (.16 oz),[]
5,Great value works as described arrives quickly!,I received this package very quickly.<br />This tongue scrapper comes in a nice tin which holds all 3 scrappers. I like the round one best.  I feel like it was a great value for the money.  Using all of them is super easy and it is very effective.  I would recommend this item to everyone it is just as described and it does work.,B081C4LQFK,B081C4LQFK,AGPTH5WKE3TSG3KD5BQEL7KJZYLQ,1.59E+12,0,TRUE,Toydoooco Tongue Scraper Stainless Steel - Tongue Cleaner Food Grade Steel Rust Protection Metal Dental Scraper with Handy Carrying Store Case for Fresh Breath,[]
3,Three Stars,Delivery was slow but the brushes are worth the wait.  Thanks,B01AQHPGQE,B01AQHPGQE,AGPTH5WKE3TSG3KD5BQEL7KJZYLQ,1.49E+12,0,TRUE,Echo Beauty 32Pcs Professional Makeup Brushes Synthetic Cosmetic Makeup Brush Set with Leather Traverl Pouch Bag Case-Black Gift for Valentine's Day,[]
5,One for me. One for a friend,"Love this product. That's why I continue to purchase them for myself, for my girls, for traveling, for college, for camping. Anytime you need to cover your hair. And not just when its wet.",B0145XI8RO,B0145XI8RO,AGGKRI65ESC4VYPKDL5AUZKWERPQ,1.45E+12,1,TRUE,"ViDi Microfiber Hair Towel Wraps for Women and Girls (2 Pk), Anti-Frizz Quick Dry Hair Turban Towels with Button for Long Short Curly Hair. Free Wide Tooth Comb","['LIFE CHANGING LUXURY HAIR WRAP WITH DETANGLING COMB - FOR ALL HAIR LENGTHS!', ""It doesn't matter what length or type of hair you have, your new luxury turban will magically suck up the water from your wet hair to give you faster drying so you can get on with living. And you get a bonus detangle comb to effortlessly loosen knots and style your hair with ease."", 'REDUCE HAIR DRYING TIME', ""You're running late, in a rush to get ready and you still have to put your make up on and dry your hair. Wouldn't it be great if you could do both at the same time. Sure it would. Simply pop your wet hair into your VIDI hair turban, loop over the button to keep it in place and get on with life as your hair dries.Your VIDI hair wrap with UltraWicking Technology is 80 percent more absorbent than the rest and stays in place comfortably. You'll have extra time to do your make up, have a coffee, or relax in a warm sudsy bath. So you do what you need to do - while it dries your hair."", 'WHY THIS HAIR TURBAN WILL BE THE LAST HAIR WRAP YOU BUY:', ""- It stays in place on your head when you put in on - It's super thick, like a big fluffy hug - It smells great, even when wet - It's a 2 pack, pink and white, so you always have a fresh hair towel - Bonus detangle comb for even faster styling - Top quality workmanship you expect from VIDI"", 'HOW TO MAKE EVERY DAY AN EASY HAIR DAY!', '1. Order your VIDI hair wraps with detangle comb - click the', 'ADD TO CART', 'button2. Get your hair wraps and comb in the mail a few days later3. Use your VIDI twist turban after every wash and never have another rushed blow dry-ever!', 'TRY IT']"
5,Man,Hubby loves it,B0106TMQ2Y,B0106TMQ2Y,AGOHV2T4ZVVDPY2AW43U7OGWQMYQ,1.46E+12,0,TRUE,Bond Menthol Cool Men'S Intimate Wash,"['Bond Includes Ipmp, An Effective Bacteria Removing Antiseptic Agent Which Has Superior Cleansing Power Compared To Regular Soap. It Helps To Reduce The Risk Of Infections And Get Rid Of Unwanted Odor Caused By Day-To-Day Activities. It Is Also Recommended For Washing Off Residuals Left Behind From Condoms And Lubricants. Bond Is Soap-Free And Ph-Neutral. It Has Olive Oil, And You Get A Solution That Is Gentle And Helps To Restore Moisture And To Reduce Soreness From The Use Of Normal Soap In Some Men. Moreover, Its Clear Gel Texture Does Not Leave Any Oily Trace And Is Easy To Wash Off. Bond Reduces Itchiness And Discomfort From Perspiration, And Leaves A Cool Refreshing Sensation After Use. Directions Apply A Small Amount To The Intimate Part, Work Into Lather And Rinse Away With Clean Water. Use Daily During Showers. For A Cooler Sensation Leave The Lather Before Rinsing Off. Also Suggested For Use Under The Armpits, Groins, Or Any Sweaty Areas. Warnings For External Use Only. Use Only As Directed. Discontinue Use If Rash, Redness, Or Itching Occurs. Consult Your Physician If Irritation Persists. Keep Out Of Reach Of Children. .']"
5,Great Natural Soap Solution,"I'm working on transitioning my household cleaners to more gentile and essential oil based solutions. As part of that transition I made some cleaning supplies with Castile Soap. As with all other Plant Therapy products, this one does not disappoint. Works great and I will be reordering soon.",B01NB16J2O,B01NB16J2O,AECEFKSZMUEXGDBDYXUYNX2NT63A,1.51E+12,0,TRUE,Plant Therapy 100% Pure Premium Unscented Castile Soap 16 fl. oz,[]
3,Only for Water,"I like the way the bottle sprays when it has water in it. I wanted to use it for other product, but it clogs the sprayer.",B07C533XCW,B07C533XCW,AHDVORBXBFRHLF6NXZLVASML374A,1.56E+12,0,TRUE,Segbeauty empty bottle 160083,[]
3,Not totally bad - it just doesn't rub in.,"It works for dry skin or areas prone to rash or abrasion, BUT it is SO much like wax and not totally emollient in terms that it DOES NOT PENETRATE AND RUB IN, rather it stays on the top of the skin so it can rub off on things. It very much reminds me of SURFBOARD WAX in that you would rub it on the board, then rub another layer on top of that, and repeat until you get coverage for grip! Maybe its not that bad, but it just does not rub in! BUT IT IS EFFECTIVE, so I really don't know if I recommend it or not. If you want something not adulterated with chemicals, then this is not a bad choice overall.",B00V5GJFEA,B00V5GJFEA,AG2K53HYKEXB6AKXYOPLXHRI6EHQ,1.57E+12,4,TRUE,Moon Valley Organics - Moon Melt Lotion Bar 1.9 oz. - Bergamot Geranium,[]
5,Must have for travel,"Great product, perfect for traveling.",B0147RM9T6,B0147RM9T6,AEUTXG3YOYZIIEDWQYJSP35Z2XUQ,1.56E+12,0,TRUE,take the day off 1.7oz (5.1oz(3X1.7oz)),"['Clinique Take The Day Off Makeup Remover For Lids, Lashes & Lips 1.7 oz / 50 ml Each, (Lot of 3: 150 ml Total)']"
5,Great Wig for the Money,Very nice wig for the money. I have worn it twice and I love it.,B07RN3M59P,B07RN3M59P,AHNSIMIQYJRZ3KUY25S2FPD5PS7A,1.58E+12,0,TRUE,LEJIMEI Blonde Wigs for White Women Short Blonde Mixed Red Brown Bob Hair Wigs with Bangs Costume Party Synthetic Wigs with Wig Cap LM058,[]
5,Foots best friend.,"so, I got the moisturizer I wanted, but I thought it was Vaseline, not cream.  Be careful when you order.  I ended up with too many jars to use unless I open up a salon for old feet.  Haven’t decided what to do but Christmas is coming up soon.",B07N9M4N54,B07N9M4N54,AHKFHBLV3XE4UNJ3WKILVBO4RUIQ,1.64E+12,0,TRUE,Vaseline Clinical Care Body Cream Extremely Dry Skin Rescue 7.1 oz,"['More than just your average body moisturizer, it helps relieve dry skin from the very first application, moisturizing even the most stubborn dry patches and helping achieve soft and healthy-looking skin.']"
5,The  BEST,Been using Zim's for about 20 years. It is hands down the best product out there for very dry and cracked skin!  It doesn't work overnight so be patient. I put it on my feet before bed with socks. It is the best!,B00DNKWP5M,B00DNKWP5M,AHKN4LK2N7Q4AASE5ZQ4ULBKRQKA,1.50E+12,0,FALSE,"Zims Crack Creme Original Formula, 2 oz","['Zims Crack Creme Original Formula, 2 oz is used for temporarily relief of itching associated with minor skin irritations, inflammation and rashes.']"
5,Great product!,"Great product! I’m very picky, and this is the best!! Love it!",B00ANSD2LI,B00ANSD2LI,AH2E5D3U7HLO6EAB2HU53TWZZPQQ,1.58E+12,0,TRUE,Living Proof Full Shampoo,[]
5,It is good,I have a small head and so these are a perfect fit for me. I use them for dying my hair working great too!,B07CK1YL23,B07CK1YL23,AEEL5LKRPXOMMIGHNCSQACPDF7YA,1.54E+12,0,TRUE,"Shower Cap Bamyko Disposable Plastic Shower Caps 100 Pack for Bath, Perms, Coloring and Hair Salon - Clear",[]
3,just ok,"This scarf is okay to wear around the house or out. But don't plan to sleep in it, because it comes right off.",B01LZV9Q9N,B01LZV9Q9N,AEEL5LKRPXOMMIGHNCSQACPDF7YA,1.49E+12,0,TRUE,Black Du-rag With Long Tails Smooth Comfortable Stretchable One Size Fits All By Golden Merchandise (1 Pack),[]
